1	373210
2	373710
3	373717
4	373721
5	373721
6	373721
7	373711
8	373713
9	373709
10	373714
11	373707
12	373712
13	373709
14	373712
15	373709
16	373709
17	373705
18	373707
19	373710
20	373707
21	373709
22	373712
23	373709
24	373712
25	373716
26	373718
27	373714
28	373714
29	373716
30	373711
31	373716
32	373713
33	373710
34	373713
35	373714
36	373718
37	373711
38	373715
39	373716
40	373711
41	373713
42	373714
43	373712
44	387339
45	387831
46	387838
47	387835
48	387829
49	387830
50	387832
51	387834
52	387837
53	387833
54	387827
55	387827
56	387820
57	387825
58	387831
59	387827
60	387827
61	387826
62	387835
63	387834
64	387833
65	387832
66	387833
67	387829
68	387831
69	387831
70	387834
71	387828
72	387830
73	387835
74	387829
75	387828
76	387819
77	387824
78	387828
79	387825
80	387830
81	387826
82	387826
83	387826
84	387827
85	387828
86	387822
87	387588
88	388080
89	388085
90	388080
91	388086
92	388083
93	388082
94	388084
95	388088
96	388082
97	388084
98	388081
99	388087
100	388085
101	388085
102	388078
103	388078
104	388076
105	388072
106	388080
107	388076
108	388080
109	388072
110	388076
111	388079
112	388071
113	388070
114	388070
115	388078
116	388069
117	388069
118	388063
119	388059
120	388065
121	388068
122	388072
123	388063
124	388059
125	388065
126	388062
127	388065
128	388063
129	388060
130	387828
131	388317
132	388320
133	388318
134	388320
135	388317
136	388317
137	388316
138	388313
139	388310
140	388314
141	388318
142	388313
143	388315
144	388314
145	388314
146	388322
147	388321
148	388315
149	388313
150	388322
151	388323
152	388322
153	388319
154	388322
155	388322
156	388319
157	388320
158	388318
159	388322
160	388319
161	388321
162	388319
163	388315
164	388314
165	388311
166	388315
167	388318
168	388319
169	388313
170	388306
171	388312
172	388314
173	387178
174	387670
175	387678
176	387676
177	387677
178	387683
179	387669
180	387676
181	387676
182	387671
183	387674
184	387675
185	387679
186	387673
187	387682
188	387676
189	387674
190	387669
191	387675
192	387668
193	387671
194	387663
195	387669
196	387669
197	387663
198	387672
199	387665
200	387672
201	387671
202	387670
203	387671
204	387669
205	387666
206	387668
207	387666
208	387674
209	387666
210	387667
211	387668
212	387672
213	387669
214	387666
215	387671
216	387990
217	388484
218	388487
219	388490
220	388479
221	388478
222	388483
223	388480
224	388483
225	388482
226	388479
227	388482
228	388486
229	388486
230	388483
231	388477
232	388477
233	388480
234	388477
235	388484
236	388478
237	388478
238	388482
239	388484
240	388479
241	388480
242	388477
243	388475
244	388483
245	388475
246	388482
247	388490
248	388480
249	388486
250	388487
251	388490
252	388487
253	388470
254	388476
255	388484
256	388485
257	388486
258	388478
259	388025
260	388502
261	388503
262	388503
263	388502
264	388498
265	388501
266	388491
267	388497
268	388495
269	388495
270	388495
271	388494
272	388496
273	388494
274	388497
275	388497
276	388494
277	388501
278	388500
279	388500
280	388500
281	388501
282	388504
283	388508
284	388503
285	388507
286	388501
287	388503
288	388504
289	388507
290	388514
291	388511
292	388511
293	388503
294	388512
295	388512
296	388510
297	388505
298	388505
299	388499
300	388502
301	388513
302	387861
303	388341
304	388344
305	388345
306	388342
307	388342
308	388333
309	388341
310	388339
311	388348
312	388345
313	388346
314	388347
315	388342
316	388341
317	388344
318	388343
319	388340
320	388343
321	388346
322	388341
323	388342
324	388346
325	388343
326	388347
327	388344
328	388344
329	388342
330	388342
331	388337
332	388338
333	388341
334	388333
335	388342
336	388332
337	388329
338	388333
339	388327
340	388333
341	388326
342	388330
343	388330
344	388323
345	384638
346	385138
347	385145
348	385142
349	385151
350	385151
351	385144
352	385142
353	385147
354	385145
355	385147
356	385142
357	385145
358	385147
359	385143
360	385145
361	385143
362	385148
363	385148
364	385142
365	385144
366	385141
367	385146
368	385143
369	385139
370	385136
371	385139
372	385140
373	385136
374	385138
375	385138
376	385138
377	385135
378	385132
379	385134
380	385130
381	385136
382	385137
383	385135
384	385134
385	385135
386	385140
387	385139
388	387860
389	388376
390	388378
391	388385
392	388380
393	388383
394	388378
395	388383
396	388379
397	388382
398	388378
399	388381
400	388376
401	388375
402	388381
403	388381
404	388377
405	388376
406	388379
407	388380
408	388381
409	388377
410	388376
411	388375
412	388375
413	388372
414	388373
415	388375
416	388376
417	388377
418	388374
419	388375
420	388372
421	388371
422	388372
423	388373
424	388379
425	388370
426	388367
427	388366
428	388365
429	388366
430	388367
431	389474
432	389967
433	389978
434	389980
435	389973
436	389977
437	389975
438	389975
439	389977
440	389974
441	389971
442	389974
443	389976
444	389977
445	389975
446	389979
447	389978
448	389974
449	389975
450	389976
451	389976
452	389969
453	389975
454	389975
455	389976
456	389971
457	389974
458	389971
459	389971
460	389973
461	389973
462	389965
463	389964
464	389970
465	389970
466	389967
467	389970
468	389971
469	389974
470	389969
471	389969
472	389974
473	389971
474	389357
475	389874
476	389866
477	389868
478	389868
479	389863
480	389865
481	389864
482	389862
483	389864
484	389859
485	389693
486	389843
487	389862
488	389862
489	389862
490	389864
491	389863
492	389859
493	389861
494	389857
495	389857
496	389866
497	389858
498	389863
499	389869
500	389869
501	389879
502	389876
503	389876
504	389874
505	389871
506	389869
507	389876
508	389875
509	389872
510	389876
511	389868
512	389876
513	389874
514	389879
515	389882
516	389880
517	
